mice_name,session_date,day_init,experiment_type,session_path,day_index,Baseline_im,Baseline_im_voltage_file,Baseline_mat_file,BMI_im,BMI_im_voltage_file,BMI_mat_file,BMI_target_mat_file,Bot_candidates,Bot_ensemble,Flag_Baseline_im,Flag_BaselineOnline,Flag_BMI,Flag_BMI_im,Flag_BMITarget,Flag_Holostim_seq_im,Flag_Holostim_seq_mat_file,Flag_MainProt_mat_file,Flag_Pretrain_im,Flag_session_more_tif_Baseline_im,Flag_session_more_tif_BMI_im,Flag_session_more_tif_Holostim_seq_im,Flag_session_more_tif_pretrain,Flag_target_calibration,GPL_candidates,GPL_ensemble,HoloMask_gpl_file,Holostim_seq_im,Holostim_seq_im_voltage_file,Holostim_seq_mat_file,MainProt_mat_file,Pretrain_im,Pretrain_im_voltage_file,Pretrain_mat_file,Roi_mat_file,StrcMask_mat_file,Target_calibration_mat_file,Workspace_mat_file,XML_candidates,XML_ensemble,XML_holostim_seq
NVI12,191104,D35,hE2_rew,191104/NVI12/D35,10,baseline/baseline_191104T133306-017,baseline_191104T133306-017_Cycle00001_VoltageRecording_001.csv,BaselineOnline191104T133304.mat,BMI/BMI_191104T145427-020,BMI_191104T145427-020_Cycle00001_VoltageRecording_001.csv,BMI_online191104T153635.mat,BMI_target_info_20191104T135025.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,191104/NVI12/D35,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191104T132711-016,holostim_seq_191104T132711-016_Cycle00001_VoltageRecording_001.csv,holostim_seq191104T132820.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191104T135141-018,HoloVTA_pretrain_191104T135141-018_Cycle00001_VoltageRecording_001.csv,BMI_online191104T144002.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191104T135025.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI12,191025,D25,hE2_rew,191025/NVI12/D25,11,baseline/baseline_191025T133441-088,baseline_191025T133441-088_Cycle00001_VoltageRecording_001.csv,BaselineOnline191025T133439.mat,BMI/BMI_191025T145853-093,BMI_191025T145853-093_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191025T135252.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191025/NVI12/D25,,,,,,191025/NVI12/D25,,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191025T132800-087,holostim_seq_191025T132800-087_Cycle00001_VoltageRecording_001.csv,holostim_seq191025T132909.mat,mainProt_single_channel.m,,HoloVTA_pretrain_191025T144032-091_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191025T135252.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI12,191015,D20,hE2_rew,191015/NVI12/D20,12,baseline/baseline_191015T121715-005,baseline_191015T121715-005_Cycle00001_VoltageRecording_001.csv,BaselineOnline191015T121713.mat,BMI/BMI_191015T135202-007,BMI_191015T135202-007_Cycle00001_VoltageRecording_001.csv,,,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,191015/NVI12/D20,,191015/NVI12/D20,191015/NVI12/D20,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191015T120522-004,holostim_seq_191015T120522-004_Cycle00001_VoltageRecording_001.csv,holostim_seq191015T120657.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191015T130755-006,HoloVTA_pretrain_191015T130755-006_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191015T130455.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI12,191017,D22,hE2_rew,191017/NVI12/D22,13,baseline/baseline_191017T130629-040,baseline_191017T130629-040_Cycle00001_VoltageRecording_001.csv,BaselineOnline191017T130627.mat,BMI/BMI_191017T150901-044,BMI_191017T150901-044_Cycle00001_VoltageRecording_001.csv,BMI_online191017T155109.mat,BMI_target_info_20191017T134909.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,191017/NVI12/D22,,191017/NVI12/D22,191017/NVI12/D22,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191017T125045-039,holostim_seq_191017T125045-039_Cycle00001_VoltageRecording_001.csv,holostim_seq191017T125247.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191017T135155-041,HoloVTA_pretrain_191017T135155-041_Cycle00001_VoltageRecording_001.csv,BMI_online191017T143638.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191017T134909.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI12,191016,D21,hE2_rew,191016/NVI12/D21,14,baseline/baseline_191016T135944-022,baseline_191016T135944-022_Cycle00001_VoltageRecording_001.csv,,BMI/BMI_191016T155025-028,BMI_191016T155025-028_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191016T144149.mat,BOT_candidates.cfg,BOT_ens.cfg,,191016/NVI12/D21,191016/NVI12/D21,,,191016/NVI12/D21,,,191016/NVI12/D21,191016/NVI12/D21,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,,holostim_seq_191016T134939-021_Cycle00001_VoltageRecording_001.csv,holostim_seq191016T135058.mat,,,Holo_pretrain_191016T150928-025_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191016T144149.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,190930,D5,hE2_rew,190930/NVI13/D5,0,baseline/baseline_190930T161313-008,baseline_190930T161313-008_Cycle00001_VoltageRecording_001.csv,BaselineOnline190930T161310.mat,BMI/BMI_190930T172117-013,BMI_190930T172117-013_Cycle00001_VoltageRecording_001.csv,BMI_online190930T180325.mat,BMI_target_info_20190930T162928.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,190930/NVI13/D5,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_190930T160205-007,holostim_seq_190930T160205-007_Cycle00001_VoltageRecording_001.csv,holostim_seq190930T160348.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_190930T163545-010,HoloVTA_pretrain_190930T163545-010_Cycle00001_VoltageRecording_001.csv,BMI_online190930T171754.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20190930T162928.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191001,D6,hE2_rew,191001/NVI13/D6,1,baseline/baseline_191001T162047-007,baseline_191001T162047-007_Cycle00001_VoltageRecording_001.csv,BaselineOnline191001T162045.mat,BMI/BMI_191001T172529-009,BMI_191001T172529-009_Cycle00001_VoltageRecording_001.csv,BMI_online191001T180737.mat,BMI_target_info_20191001T163732.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191001/NVI13/D6,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191001T161105-006,holostim_seq_191001T161105-006_Cycle00001_VoltageRecording_001.csv,holostim_seq191001T161252.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191001T164136-008,HoloVTA_pretrain_191001T164136-008_Cycle00001_VoltageRecording_001.csv,BMI_online191001T172344.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191001T163732.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191003,D8,hE2_rew,191003/NVI13/D8,2,baseline/baseline_191003T160356-014,baseline_191003T160356-014_Cycle00001_VoltageRecording_001.csv,BaselineOnline191003T160354.mat,,BMI_191003T171142-017_Cycle00001_VoltageRecording_001.csv,,BMI_target_info_20191003T162208.mat,BOT_candidates.cfg,BOT_ens.cfg,,,191003/NVI13/D8,191003/NVI13/D8,,,,,,,,191003/NVI13/D8,191003/NVI13/D8,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191003T155415-013,holostim_seq_191003T155415-013_Cycle00001_VoltageRecording_001.csv,holostim_seq191003T155611.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191003T162412-015,HoloVTA_pretrain_191003T162412-015_Cycle00001_VoltageRecording_001.csv,,roi_data.mat,strcMask.mat,target_calibration_ALL_20191003T162208.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191005,D10,hE2_rew,191005/NVI13/D10,3,baseline/baseline_191005T163347-008,baseline_191005T163347-008_Cycle00001_VoltageRecording_001.csv,BaselineOnline191005T163345.mat,BMI/BMI_191005T175045-010,BMI_191005T175045-010_Cycle00001_VoltageRecording_001.csv,BMI_online191005T183253.mat,BMI_target_info_20191005T165116.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191005/NVI13/D10,191005/NVI13/D10,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191005T162420-007,holostim_seq_191005T162420-007_Cycle00001_VoltageRecording_001.csv,holostim_seq191005T162629.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191005T165314-009,HoloVTA_pretrain_191005T165314-009_Cycle00001_VoltageRecording_001.csv,BMI_online191005T174850.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191005T165116.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191007,D12,hE2_rew,191007/NVI13/D12,4,baseline/baseline_191007T183529-011,baseline_191007T183529-011_Cycle00001_VoltageRecording_001.csv,BaselineOnline191007T183527.mat,BMI/BMI_191007T194606-015,BMI_191007T194606-015_Cycle00001_VoltageRecording_001.csv,BMI_online191007T202814.mat,BMI_target_info_20191007T185256.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191007/NVI13/D12,191007/NVI13/D12,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191007T182603-010,holostim_seq_191007T182603-010_Cycle00001_VoltageRecording_001.csv,holostim_seq191007T182756.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191007T190038-014,HoloVTA_pretrain_191007T190038-014_Cycle00001_VoltageRecording_001.csv,BMI_online191007T194449.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191007T185256.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191009,D14,hE2_rew,191009/NVI13/D14,5,baseline/baseline_191009T172420-007,baseline_191009T172420-007_Cycle00001_VoltageRecording_001.csv,BaselineOnline191009T172418.mat,BMI/BMI_191009T183902-010,BMI_191009T183902-010_Cycle00001_VoltageRecording_001.csv,BMI_online191009T192110.mat,BMI_target_info_20191009T175422.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191009/NVI13/D14,191009/NVI13/D14,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191009T171459-006,holostim_seq_191009T171459-006_Cycle00001_VoltageRecording_001.csv,holostim_seq191009T171645.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191009T175519-009,HoloVTA_pretrain_191009T175519-009_Cycle00001_VoltageRecording_001.csv,BMI_online191009T183748.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191009T175422.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191011,D16,hE2_rew,191011/NVI13/D16,6,baseline/baseline_191011T155348-007,baseline_191011T155348-007_Cycle00001_VoltageRecording_001.csv,BaselineOnline191011T155346.mat,BMI/BMI_191011T170842-009,BMI_191011T170842-009_Cycle00001_VoltageRecording_001.csv,BMI_online191011T175050.mat,BMI_target_info_20191011T162138.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191011/NVI13/D16,191011/NVI13/D16,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191011T154657-006,holostim_seq_191011T154657-006_Cycle00001_VoltageRecording_001.csv,holostim_seq191011T154843.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191011T162356-008,HoloVTA_pretrain_191011T162356-008_Cycle00001_VoltageRecording_001.csv,BMI_online191011T170733.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191011T162138.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191013,D18,hE2_rew,191013/NVI13/D18,7,baseline/baseline_191013T160548-008,baseline_191013T160548-008_Cycle00001_VoltageRecording_001.csv,BaselineOnline191013T160545.mat,BMI/BMI_191013T172734-011,BMI_191013T172734-011_Cycle00001_VoltageRecording_001.csv,BMI_online191013T180942.mat,BMI_target_info_20191013T164122.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,,,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191013T155748-007,holostim_seq_191013T155748-007_Cycle00001_VoltageRecording_001.csv,holostim_seq191013T155921.mat,mainProt_single_channel.m,HoloVTA_pretrain/HoloVTA_pretrain_191013T164324-009,HoloVTA_pretrain_191013T164324-009_Cycle00001_VoltageRecording_001.csv,BMI_online191013T172529.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191013T164122.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191031,D31,hE2_rew,191031/NVI13/D31,8,baseline/baseline_191031T152837-047,baseline_191031T152837-047_Cycle00001_VoltageRecording_001.csv,BaselineOnline191031T152834.mat,BMI/BMI_191031T164012-049,BMI_191031T164012-049_Cycle00001_VoltageRecording_001.csv,BMI_online191031T172220.mat,BMI_target_info_20191031T155430.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,191031/NVI13/D31,,,,,191031/NVI13/D31,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191031T152327-046,holostim_seq_191031T152327-046_Cycle00001_VoltageRecording_001.csv,holostim_seq191031T152456.mat,,HoloVTA_pretrain/HoloVTA_pretrain_191031T155520-048,HoloVTA_pretrain_191031T155520-048_Cycle00001_VoltageRecording_001.csv,BMI_online191031T163821.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191031T155430.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191102,D33,hE2_rew,191102/NVI13/D33,9,baseline/baseline_191102T154427-077,baseline_191102T154427-077_Cycle00001_VoltageRecording_001.csv,BaselineOnline191102T154424.mat,BMI/BMI_191102T164822-079,BMI_191102T164822-079_Cycle00001_VoltageRecording_001.csv,BMI_online191102T173029.mat,BMI_target_info_20191102T160338.mat,BOT_candidates.cfg,BOT_ens.cfg,,,,,,,,,,,,191102/NVI13/D33,191102/NVI13/D33,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191102T153843-076,holostim_seq_191102T153843-076_Cycle00001_VoltageRecording_001.csv,holostim_seq191102T154022.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191102T160452-078,HoloVTA_pretrain_191102T160452-078_Cycle00001_VoltageRecording_001.csv,BMI_online191102T164701.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191102T160338.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
NVI13,191104,D35,hE2_rew,191104/NVI13/D35,10,,baseline_191104T164034-022_Cycle00001_VoltageRecording_001.csv,,BMI/BMI_191104T180455-025,BMI_191104T180455-025_Cycle00001_VoltageRecording_001.csv,BMI_online191104T184703.mat,BMI_target_info_20191104T171803.mat,BOT_candidates.cfg,BOT_ens.cfg,191104/NVI13/D35,191104/NVI13/D35,,,,,,,,,,,191104/NVI13/D35,,GPL_candidates_holoMask.gpl,GPL_ens.gpl,holoMask.gpl,holostim_seq/holostim_seq_191104T163400-021,holostim_seq_191104T163400-021_Cycle00001_VoltageRecording_001.csv,holostim_seq191104T163509.mat,mainProt_single_channel_fb.m,HoloVTA_pretrain/HoloVTA_pretrain_191104T172005-024,HoloVTA_pretrain_191104T172005-024_Cycle00001_VoltageRecording_001.csv,BMI_online191104T180334.mat,roi_data.mat,strcMask.mat,target_calibration_ALL_20191104T171803.mat,workspace.mat,XML_candidates.xml,XML_ens.xml,seq_single_stim.xml
